0.0078125,-9.731208, -0.515508, 1.130792, -0.005807, 0.012193, -0.004807, 0.840356, -0.310444, 0.407356
0.015625,-9.717508, -0.533908, 1.114592, -0.007707, 0.013793, 0.001193, 0.797156, -0.356444, 0.359856
0.0234375,-9.708008, -0.531508, 1.119192, -0.006107, 0.008993, 0.001093, 0.801056, -0.355444, 0.497756
0.03125,-9.717408, -0.533908, 1.130792, -0.012307, 0.020093, 0.037093, 0.759556, -0.355844, 0.496556
0.0390625,-9.712408, -0.510608, 1.133192, -0.011607, 0.016993, 0.019093, 0.672156, -0.267144, 0.311056
0.046875,-9.710308, -0.526808, 1.126192, -0.016607, 0.015393, 0.018993, 0.711556, -0.357844, 0.265656
0.0546875,-9.724808, -0.552608, 1.140092, -0.008107, 0.023393, 0.013193, 0.712456, -0.402844, 0.311256
0.0625,-9.757608, -0.550808, 1.158692, -0.003007, 0.026593, 0.007293, 0.718456, -0.310844, 0.495756
0.0703125,-9.736408, -0.550508, 1.156392, -0.008407, 0.010593, 0.019093, 0.716356, -0.401844, 0.449156
0.078125,-9.720008, -0.545608, 1.137792, 0.000493, 0.023393, 0.001293, 0.712856, -0.357544, 0.311556
0.0859375,-9.806208, -0.512008, 1.191192, -0.001607, 0.016993, 0.013193, 0.760456, -0.400844, 0.542156
0.09375,-9.907808, -0.560008, 1.151692, -0.012607, 0.015393, 0.001093, 0.716756, -0.356544, 0.449456
0.1015625,-10.137908, -0.577308, 1.177092, -0.002507, 0.018593, -0.004807, 0.798456, -0.356144, 0.405856
0.109375,-9.603308, -0.434608, 1.214592, -0.002007, 0.039393, 0.025293, 0.797656, -0.446844, 0.405156
0.1171875,-14.170608, -1.080808, 1.005392, -0.007107, -0.050207, -0.017207, 0.842556, -0.355144, 0.498956
0.125,-27.118208, -0.393708, 5.037092, 0.009793, 0.200993, 0.068293, 0.883756, -0.342944, 0.447556
0.1328125,-45.232208, -2.764708, 3.449692, -0.011907, -0.192607, -0.030207, 0.695356, -0.423744, 0.418256
0.140625,-27.884408, -4.244108, -1.170008, 0.363393, 0.596593, 0.055693, 0.758256, -0.155444, 0.365256
0.1484375,-14.471808, 6.180192, 0.155392, 0.020093, 0.500693, -0.139007, 0.755056, -0.306544, 0.550756
0.15625,-47.275408, -2.564608, 6.467092, -0.018107, -0.453507, -0.055907, 0.751656, -0.397844, 0.458156
0.1640625,-63.856308, -4.782508, 7.615392, 0.007193, 0.292293, 0.015093, 0.790556, -0.398144, 0.367456
0.171875,-67.844908, -2.441508, 6.825792, -0.072707, -0.095207, 0.065693, 0.750756, -0.352844, 0.412556
0.1796875,-70.071808, -1.716908, 7.040792, -0.134007, 0.087293, 0.054493, 0.789956, -0.307844, 0.322156
0.1875,-69.258508, -2.376408, 6.601992, -0.187307, -0.005607, 0.071393, 0.749856, -0.307844, 0.366956
0.1953125,-70.267908, -3.725008, 7.472692, -0.259207, -0.023307, 0.064793, 0.788656, -0.308144, 0.276156
0.203125,-70.461208, -4.599108, 7.897792, -0.242407, -0.018407, 0.011093, 0.793856, -0.306844, 0.459956
0.2109375,-70.246808, -3.594508, 8.244192, -0.208707, -0.018407, 0.029293, 0.835356, -0.306444, 0.461156
0.21875,-71.278408, -4.350908, 8.176192, -0.113907, 0.000893, 0.036193, 0.794256, -0.261444, 0.460356
0.2265625,-71.530008, -5.351408, 8.401392, -0.050707, 0.008893, 0.012793, 0.838356, -0.260444, 0.553356
0.234375,-70.672308, -4.646308, 9.277892, 0.035793, 0.037893, -0.022307, 0.832356, -0.352444, 0.368956
0.2421875,-71.053208, -2.618908, 8.504092, 0.006093, 0.021793, 0.025193, 0.668556, -0.262844, 0.410856
0.25,-71.903808, -3.235508, 9.660792, -0.049507, 0.021693, 0.066693, 0.790956, -0.352844, 0.367756
0.2578125,-71.913808, -4.488208, 8.064292, -0.111707, 0.028093, 0.024393, 0.707556, -0.398844, 0.365056
0.265625,-72.050808, -5.184908, 8.071192, -0.135407, 0.020093, 0.042093, 0.711656, -0.216844, 0.458256
0.2734375,-71.604708, -4.207108, 8.069192, -0.101907, 0.016893, 0.024393, 0.712256, -0.307244, 0.503556
0.28125,-72.169708, -4.457208, 6.707192, -0.102207, -0.000707, 0.030293, 0.793356, -0.216444, 0.414656
